ticker,strategy,region,latest_signal,latest_signal_date,final_price,total_return,buy_hold_return
6501.T,CCI,Asia,BUY,2026-06-19,4691.0,0.7315133520509458,2.9118706421929628
6501.T,MFI,Asia,SELL,2025-08-01,4691.0,0.6165827076235709,2.9118706421929628
6501.T,OBV,Asia,SELL,2026-05-29,4691.0,-0.4563090202705459,2.9118706421929628
6501.T,VWAP,Asia,BUY,2023-01-19,4691.0,1.568923454051849,2.9118706421929628
6501.T,Supertrend,Asia,SELL,2026-06-11,4691.0,0.44715354787873346,2.9118706421929628
6501.T,Parabolic_SAR,Asia,SELL,2026-06-08,4691.0,0.013247175003707526,2.9118706421929628
6501.T,Williams_R,Asia,BUY,2026-06-17,4691.0,0.9907803733047472,2.9118706421929628
6501.T,ROC_Momentum,Asia,SELL,2026-06-08,4691.0,0.21999546231149453,2.9118706421929628
6501.T,Donchian_Channel,Asia,SELL,2026-06-11,4691.0,-0.18791893437231874,2.9118706421929628
6501.T,Keltner_Channel,Asia,SELL,2026-06-24,4691.0,-0.2641163029195635,2.9118706421929628
8035.T,RSI,Asia,SELL,2026-06-09,69900.0,0.01729153460116322,3.9224407624771174
8035.T,ADX_DI,Asia,SELL,2026-06-04,69900.0,1.1596102151842864,3.9224407624771174
8035.T,ATR_Breakout,Asia,BUY,2026-06-15,69900.0,0.24302688222929755,3.9224407624771174
8035.T,SMA_Crossover,Asia,BUY,2025-10-21,69900.0,2.159867738435274,3.9224407624771174
8035.T,EMA_Crossover,Asia,BUY,2026-04-13,69900.0,1.9430186950633335,3.9224407624771174
8035.T,MACD,Asia,BUY,2026-05-29,69900.0,1.4355314130480485,3.9224407624771174
8035.T,Bollinger_Mean_Reversion,Asia,SELL,2026-06-24,69900.0,0.73492302166224,3.9224407624771174
8035.T,Stochastic,Asia,SELL,2026-06-19,69900.0,0.4145927240484676,3.9224407624771174
8035.T,CCI,Asia,SELL,2026-06-23,69900.0,1.3386149904718012,3.9224407624771174
8035.T,MFI,Asia,SELL,2026-01-20,69900.0,0.7130278166523142,3.9224407624771174
8035.T,OBV,Asia,BUY,2026-06-01,69900.0,0.9756985902399793,3.9224407624771174
8035.T,VWAP,Asia,BUY,2025-09-16,69900.0,1.4801600904598697,3.9224407624771174
8035.T,Supertrend,Asia,BUY,2026-06-02,69900.0,2.9566216541831163,3.9224407624771174
8035.T,Parabolic_SAR,Asia,BUY,2026-05-27,69900.0,1.395702052275064,3.9224407624771174
8035.T,Williams_R,Asia,SELL,2026-06-23,69900.0,2.85612265609438,3.9224407624771174
8035.T,ROC_Momentum,Asia,BUY,2026-05-28,69900.0,1.640853885352039,3.9224407624771174
8035.T,Donchian_Channel,Asia,BUY,2026-06-04,69900.0,0.6983731153963006,3.9224407624771174
8035.T,Keltner_Channel,Asia,BUY,2026-06-04,69900.0,0.8266861739229986,3.9224407624771174
9432.T,RSI,Asia,BUY,2026-06-11,145.10000610351562,-0.08497249448001021,0.4635708113380144
9432.T,ADX_DI,Asia,SELL,2026-06-05,145.10000610351562,-0.2442036385778615,0.4635708113380144
9432.T,ATR_Breakout,Asia,SELL,2026-05-25,145.10000610351562,-0.18463628140874572,0.4635708113380144
9432.T,SMA_Crossover,Asia,SELL,2026-03-04,145.10000610351562,-0.08390373907684807,0.4635708113380144
9432.T,EMA_Crossover,Asia,SELL,2026-04-13,145.10000610351562,-0.15475651984810557,0.4635708113380144
9432.T,MACD,Asia,SELL,2026-06-19,145.10000610351562,0.04874033987397361,0.4635708113380144
9432.T,Bollinger_Mean_Reversion,Asia,BUY,2026-06-23,145.10000610351562,0.09316082617552601,0.4635708113380144
9432.T,Stochastic,Asia,BUY,2026-04-24,145.10000610351562,0.2780323824573061,0.4635708113380144
9432.T,CCI,Asia,SELL,2026-06-12,145.10000610351562,-0.1649383228360217,0.4635708113380144
9432.T,MFI,Asia,BUY,2026-06-11,145.10000610351562,0.012227345991900802,0.4635708113380144
9432.T,OBV,Asia,SELL,2026-05-22,145.10000610351562,-0.24370916077052415,0.4635708113380144
9432.T,VWAP,Asia,SELL,2026-05-21,145.10000610351562,0.040801668405667985,0.4635708113380144
9432.T,Supertrend,Asia,SELL,2026-06-01,145.10000610351562,-0.044521083959768296,0.4635708113380144
9432.T,Parabolic_SAR,Asia,SELL,2026-05-29,145.10000610351562,-0.05319102449588772,0.4635708113380144
9432.T,Williams_R,Asia,BUY,2026-05-28,145.10000610351562,0.1455975960162661,0.4635708113380144
9432.T,ROC_Momentum,Asia,SELL,2026-06-19,145.10000610351562,-0.07658261438447171,0.4635708113380144
9432.T,Donchian_Channel,Asia,SELL,2026-06-22,145.10000610351562,-0.10489784297852621,0.4635708113380144
9432.T,Keltner_Channel,Asia,SELL,2026-06-24,145.10000610351562,-0.25696288536782097,0.4635708113380144
7974.T,RSI,Asia,SELL,2026-06-19,6858.0,-0.4178728446796324,0.21223763102265772
7974.T,ADX_DI,Asia,SELL,2026-06-24,6858.0,-0.30895477061461263,0.21223763102265772
7974.T,ATR_Breakout,Asia,SELL,2026-03-24,6858.0,-0.09992330415596734,0.21223763102265772
7974.T,SMA_Crossover,Asia,SELL,2026-01-08,6858.0,0.3582328264660251,0.21223763102265772
7974.T,EMA_Crossover,Asia,SELL,2026-03-30,6858.0,0.22822983369426456,0.21223763102265772
7974.T,MACD,Asia,SELL,2026-06-22,6858.0,-0.173113425367751,0.21223763102265772
7974.T,Bollinger_Mean_Reversion,Asia,SELL,2026-06-17,6858.0,0.05910334148035017,0.21223763102265772
7974.T,Stochastic,Asia,BUY,2026-04-02,6858.0,-0.0959370916776752,0.21223763102265772
7974.T,CCI,Asia,SELL,2026-06-10,6858.0,-0.24181113415854597,0.21223763102265772
7974.T,MFI,Asia,BUY,2025-12-24,6858.0,0.24825213642291855,0.21223763102265772
7974.T,OBV,Asia,SELL,2026-06-23,6858.0,-0.4733114178487026,0.21223763102265772
7974.T,VWAP,Asia,SELL,2026-06-10,6858.0,0.22340250830676214,0.21223763102265772
7974.T,Supertrend,Asia,SELL,2026-03-30,6858.0,-0.08675774718423636,0.21223763102265772
7974.T,Parabolic_SAR,Asia,SELL,2026-06-15,6858.0,0.11811481127473508,0.21223763102265772
7974.T,Williams_R,Asia,BUY,2026-06-17,6858.0,-0.1358793182348425,0.21223763102265772
7974.T,ROC_Momentum,Asia,SELL,2026-06-18,6858.0,-0.27789615846274973,0.21223763102265772
7974.T,Donchian_Channel,Asia,SELL,2026-06-24,6858.0,0.043089762840794174,0.21223763102265772
7974.T,Keltner_Channel,Asia,SELL,2026-06-24,6858.0,-0.07496970753304176,0.21223763102265772
9983.T,RSI,Asia,SELL,2026-06-05,81540.0,0.3796627236760629,2.024250226664036
9983.T,ADX_DI,Asia,SELL,2026-06-02,81540.0,-0.027569761437212036,2.024250226664036
9983.T,ATR_Breakout,Asia,SELL,2026-06-09,81540.0,-0.21141859311047528,2.024250226664036
9983.T,SMA_Crossover,Asia,BUY,2025-10-20,81540.0,1.6441351320238355,2.024250226664036
9983.T,EMA_Crossover,Asia,BUY,2026-04-09,81540.0,0.18402983268724749,2.024250226664036
9983.T,MACD,Asia,BUY,2026-06-17,81540.0,-0.3062356784664943,2.024250226664036
9983.T,Bollinger_Mean_Reversion,Asia,SELL,2026-06-24,81540.0,0.7487261888523535,2.024250226664036
9983.T,Stochastic,Asia,SELL,2026-06-01,81540.0,2.229882480622871,2.024250226664036
9983.T,CCI,Asia,SELL,2026-06-22,81540.0,0.9368048522625613,2.024250226664036
9983.T,MFI,Asia,SELL,2025-10-30,81540.0,0.37912899365578084,2.024250226664036
9983.T,OBV,Asia,BUY,2026-04-30,81540.0,-0.3039781476425051,2.024250226664036
