ticker,strategy,total_return,annualized_return,sharpe_ratio,max_drawdown,num_trades,avg_trade_return,best_trade,worst_trade,win_rate,profit_factor,exposure_time,buy_hold_return,excess_return,latest_signal,latest_signal_date,final_price,final_portfolio_value,start_date,end_date,initial_capital,region
GILD,ATR_Breakout,0.04827924181501494,0.00949680813461562,-0.043439217715336174,-0.23952310501950433,17,0.0077393916556919625,0.25165172861624446,-0.06388558418200116,0.4117647058823529,1.311787452981252,0.2283205268935236,1.2188770015068913,-1.1705977596918764,SELL,2026-02-25,125.16000366210938,10482.79241815015,2021-06-28,2026-06-24,10000,US
GILD,SMA_Crossover,0.6078172816356211,0.099875560633512,0.3303502319070206,-0.24150409121364594,2,0.02514798837457738,0.16936350696780417,-0.11906753021864941,0.5,1.4224155540708188,0.1871569703622393,1.2188770015068913,-0.6110597198712702,BUY,2024-09-03,125.16000366210938,16078.172816356211,2021-06-28,2026-06-24,10000,US
GILD,EMA_Crossover,0.41841644084976015,0.07258463383450131,0.21748011336880782,-0.2971202442740798,20,0.023907144592149855,0.29238864022801314,-0.06196554528091375,0.4,2.1880422188460322,0.5779363336992316,1.2188770015068913,-0.8004605606571311,SELL,2026-03-19,125.16000366210938,14184.164408497601,2021-06-28,2026-06-24,10000,US
GILD,MACD,0.3364651936436887,0.05986436958939323,0.1648715030509352,-0.2946741001243943,56,0.008762066144666366,0.29079986013364434,-0.05450443061256172,0.35714285714285715,1.65600980358393,0.5010976948408342,1.2188770015068913,-0.8824118078632026,BUY,2026-06-24,125.16000366210938,13364.651936436887,2021-06-28,2026-06-24,10000,US
GILD,Bollinger_Mean_Reversion,-0.03315991459926481,-0.006737367373147896,-0.11058070130899131,-0.3057786373297389,16,0.003776434681822781,0.08931671070946158,-0.13343132143798103,0.625,1.2502800017633264,0.1619099890230516,1.2188770015068913,-1.252036916106156,BUY,2026-06-04,125.16000366210938,9668.400854007352,2021-06-28,2026-06-24,10000,US
GILD,Stochastic,0.31113574359084284,0.05580670679318933,0.1480897761360313,-0.2823076823794272,15,0.02964440502208543,0.1597423310154014,-0.08104596246044243,0.6666666666666666,3.335574622513106,0.41437980241492867,1.2188770015068913,-0.9077412579160484,BUY,2026-03-25,125.16000366210938,13111.357435908429,2021-06-28,2026-06-24,10000,US
GILD,CCI,-0.15013944099419405,-0.032086439944142064,-0.2154196775370024,-0.3123969106957264,30,-0.0010813731649864454,0.07245250083777123,-0.14087992795646265,0.5,0.9354392719762058,0.354006586169045,1.2188770015068913,-1.3690164425010853,BUY,2026-06-05,125.16000366210938,8498.60559005806,2021-06-28,2026-06-24,10000,US
GILD,MFI,0.2181681022055236,0.040354688737956446,0.08418314803236558,-0.2771398985924019,4,0.05985970160761617,0.2704124065714068,-0.05216756638581976,0.5,3.969897763262782,0.3260153677277717,1.2188770015068913,-1.0007088993013677,SELL,2026-02-12,125.16000366210938,12181.681022055236,2021-06-28,2026-06-24,10000,US
GILD,OBV,0.37883575717157075,0.06651653470651842,0.19238360151630876,-0.33386840948462787,80,0.007747559082007208,0.3386045943859012,-0.11857849864362889,0.35,1.6637252810596452,0.58397365532382,1.2188770015068913,-0.8400412443353205,SELL,2026-05-27,125.16000366210938,13788.357571715707,2021-06-28,2026-06-24,10000,US
GILD,VWAP,0.4723255187521028,0.0806352875843801,0.2507760966731149,-0.22793177634531744,8,-0.013666002708269082,0.011388220905991939,-0.058746114644724755,0.125,0.09433876223562797,0.06311745334796927,1.2188770015068913,-0.7465514827547884,BUY,2024-07-25,125.16000366210938,14723.255187521028,2021-06-28,2026-06-24,10000,US
GILD,Supertrend,0.10897049287687623,0.020951130190957068,0.003933694820598356,-0.4004986646939283,18,0.01226911299433111,0.23799557255440237,-0.07423647243021356,0.3888888888888889,1.3981775314184417,0.48957189901207465,1.2188770015068913,-1.109906508630015,SELL,2026-03-20,125.16000366210938,11089.704928768762,2021-06-28,2026-06-24,10000,US
GILD,Parabolic_SAR,0.32753896446111086,0.058441499610372816,0.1589867815689839,-0.3328494229876784,57,0.008529557679572131,0.2615883804983626,-0.0575798599911742,0.40350877192982454,1.563934485979178,0.5076838638858397,1.2188770015068913,-0.8913380370457804,SELL,2026-06-02,125.16000366210938,13275.389644611108,2021-06-28,2026-06-24,10000,US
GILD,Williams_R,-0.04914682007853116,-0.010051773055056334,-0.12428845718536165,-0.33653560095148716,30,0.0027805306699460763,0.0561041284954389,-0.16521138921067227,0.7333333333333333,1.1818856877374941,0.3935236004390779,1.2188770015068913,-1.2680238215854225,BUY,2026-06-05,125.16000366210938,9508.531799214688,2021-06-28,2026-06-24,10000,US
GILD,ROC_Momentum,0.12253543679397735,0.023442461321016017,0.014237369812606574,-0.2986683103435172,73,0.005043845119909973,0.3304455571169481,-0.0661764705882353,0.3287671232876712,1.4158205139073559,0.5225027442371021,1.2188770015068913,-1.096341564712914,SELL,2026-05-29,125.16000366210938,11225.354367939774,2021-06-28,2026-06-24,10000,US
GILD,Donchian_Channel,0.12138112369057454,0.0232314005822849,0.013364462462307004,-0.35780646475350547,21,0.011120081182306804,0.27945375227562186,-0.07975610872594321,0.3333333333333333,1.4121973489572317,0.4132821075740944,1.2188770015068913,-1.0974958778163166,SELL,2026-06-10,125.16000366210938,11213.811236905745,2021-06-28,2026-06-24,10000,US
GILD,Keltner_Channel,-0.060032427037211164,-0.012334165325288193,-0.1337280005174375,-0.3228362223376418,19,0.0015224378560813254,0.23837891538464606,-0.06169010216081646,0.3157894736842105,1.0534811404723796,0.23874862788144896,1.2188770015068913,-1.2789094285441025,SELL,2026-06-24,125.16000366210938,9399.675729627888,2021-06-28,2026-06-24,10000,US
GOOG,RSI,0.4414221712649671,0.07604967062364998,0.17890275436476996,-0.21350777635001622,20,0.025107737496137282,0.13994063395693462,-0.08847777647103958,0.6,2.3624148895369776,0.22228320526893525,1.7447050353363807,-1.3032828640714136,BUY,2026-06-10,345.0400085449219,14414.22171264967,2021-06-28,2026-06-24,10000,US
GOOG,ADX_DI,-0.10763581487886367,-0.022570700743077765,-0.1358797568912282,-0.29110018354192974,27,-1.3884264431942408e-05,0.22564571780472997,-0.10997500330052448,0.37037037037037035,0.9993610356130143,0.21075740944017562,1.7447050353363807,-1.8523408502152443,SELL,2026-05-27,345.0400085449219,8923.641851211363,2021-06-28,2026-06-24,10000,US
GOOG,ATR_Breakout,1.2846295262139622,0.18013190548308544,0.5111187743628782,-0.129278888194123,13,0.07279783634316742,0.263174305537548,-0.06005097775233149,0.6923076923076923,10.516364946971525,0.32930845225027444,1.7447050353363807,-0.46007550912241846,SELL,2026-05-22,345.0400085449219,22846.29526213962,2021-06-28,2026-06-24,10000,US
GOOG,SMA_Crossover,1.4577552131012177,0.1975396989990692,0.5666820305385284,-0.30615460974028946,1,0.3783910774607743,0.3783910774607743,0.3783910774607743,1.0,0.3783910774607743,0.38748627881448955,1.7447050353363807,-0.28694982223516297,BUY,2025-07-25,345.0400085449219,24577.552131012177,2021-06-28,2026-06-24,10000,US
GOOG,EMA_Crossover,0.8389851202179499,0.12989756876549663,0.3507777571460549,-0.40811184956798957,22,0.04255961354402287,0.8231515935874243,-0.08888566568356414,0.36363636363636365,2.529469854572787,0.6344676180021954,1.7447050353363807,-0.9057199151184308,SELL,2026-06-09,345.0400085449219,18389.8512021795,2021-06-28,2026-06-24,10000,US
GOOG,MACD,0.1228394109464156,0.023498012703386584,0.011165170115643086,-0.46992625264057747,55,0.006308691830330866,0.33457743977516197,-0.12396651865064205,0.43636363636363634,1.325858936995214,0.5071350164654226,1.7447050353363807,-1.6218656243899652,SELL,2026-05-18,345.0400085449219,11228.394109464156,2021-06-28,2026-06-24,10000,US
GOOG,Bollinger_Mean_Reversion,0.16836296481998542,0.03168492062681261,0.037296641735989525,-0.3030248560474126,19,0.011300762417228896,0.09902264814460837,-0.12030663449753722,0.7368421052631579,1.9633672661361985,0.1690450054884742,1.7447050353363807,-1.5763420705163953,SELL,2026-06-16,345.0400085449219,11683.629648199854,2021-06-28,2026-06-24,10000,US
GOOG,Stochastic,0.02580903883165738,0.005121278317498756,-0.04749081057584557,-0.37141328540273333,12,0.008453743925730553,0.1191895064457128,-0.14016499501323168,0.5833333333333334,1.2127803094496508,0.3446761800219539,1.7447050353363807,-1.7188959965047232,SELL,2026-05-15,345.0400085449219,10258.090388316574,2021-06-28,2026-06-24,10000,US
GOOG,CCI,0.3268780693865814,0.05833584695923233,0.12236269251186428,-0.2175213947068376,29,0.016135047842516057,0.13241157179122887,-0.1378119283388961,0.7241379310344828,1.887811207112501,0.36663007683863885,1.7447050353363807,-1.4178269659497993,BUY,2026-06-15,345.0400085449219,13268.780693865814,2021-06-28,2026-06-24,10000,US
GOOG,MFI,0.01575200967337787,0.003138051642065154,-0.0538209943363733,-0.43601752991676873,2,0.012332449496459771,0.08298506955181029,-0.058320170558890744,0.5,1.4229222712579919,0.3424807903402854,1.7447050353363807,-1.7289530256630028,SELL,2026-05-15,345.0400085449219,10157.520096733779,2021-06-28,2026-06-24,10000,US
GOOG,OBV,0.8434383486176331,0.1304455398767701,0.35252680473238956,-0.30595437605797826,72,0.013007427042745497,0.3757853629803135,-0.08113205974717685,0.4027777777777778,1.8488607037832505,0.5631174533479693,1.7447050353363807,-0.9012666867187475,SELL,2026-06-22,345.0400085449219,18434.38348617633,2021-06-28,2026-06-24,10000,US
GOOG,VWAP,-0.07443606014943725,-0.015386892087764115,-0.11295003864373505,-0.08631072725889849,4,-0.016990320639710364,0.0029187395786784845,-0.043385811862210806,0.5,0.05403201493684577,0.03402854006586169,1.7447050353363807,-1.8191410954858178,SELL,2023-07-10,345.0400085449219,9255.639398505627,2021-06-28,2026-06-24,10000,US
